text,emotion,texto_limpio,label_codificada
"Pues la cabalgata de #Granada de este año me ha parecido más sosa, simple y menos vistosa que la de otros años. Y no sólo por la lluvia que también ha fastidiado, pero las carrozas han decaído comparándolas con las anteriores…",Irritado,pues la cabalgata de  de este año me ha parecido más sosa simple y menos vistosa que la de otros años y no sólo por la lluvia que también ha fastidiado pero las carrozas han decaído comparándolas con las anteriores,10
Estoy algo fastidiado e incómodo,Irritado,estoy algo fastidiado e incómodo,10
"#LaPromesa Malditos fusiladores...la habéis fastidiado...como decía la Marquesa ""Metomentodo Funes""",Irritado,malditos fusiladoresla habéis fastidiadocomo decía la marquesa metomentodo funes,10
Fastidiado 😫.,Irritado,fastidiado,10
"Le terminé silenciando porque ya me había fastidiado, pido perdón.",Irritado,le terminé silenciando porque ya me había fastidiado pido perdón,10
Hoy estoy triste y enfadada porque @Correos @CorreosAtiende  me han perdido un envío con una obra original y le han fastidiado las fiestas a unas cuantas personas.,Irritado,hoy estoy triste y enfadada porque    me han perdido un envío con una obra original y le han fastidiado las fiestas a unas cuantas personas,10
"Ya me tiene fastidiado todo lo de Epstein, no sale un triple hpta nombre nuevo y todas las conspiraciones q se inventan",Irritado,ya me tiene fastidiado todo lo de epstein no sale un triple hpta nombre nuevo y todas las conspiraciones q se inventan,10
"Vaya semanita de insomnio más asquerosita, de verdad, ya no me funciona ni dormir junto a tremendo bombón, me he fastidiado el ciclo de sueño en una semana literal 😓",Irritado,vaya semanita de insomnio más asquerosita de verdad ya no me funciona ni dormir junto a tremendo bombón me he fastidiado el ciclo de sueño en una semana literal,10
"hola acabo de ver saltburn con mí hermanito muy divertido no recomiendo, llego una parte de la peli (casi la última) en que ro me dijo que estaba sudando de lo incómodo y nervioso que estaba djejdndkkw",Irritado,hola acabo de ver saltburn con mí hermanito muy divertido no recomiendo llego una parte de la peli casi la última en que ro me dijo que estaba sudando de lo incómodo y nervioso que estaba djejdndkkw,10
"Tal vez te vea mañana, y eso me asusta demasiado jsjs. Estoy demasiado nervioso.",Irritado,tal vez te vea mañana y eso me asusta demasiado jsjs estoy demasiado nervioso,10
"Mañana viajo muy lejos solo por primera vez, estoy demasiado nervioso preocupado, todo",Irritado,mañana viajo muy lejos solo por primera vez estoy demasiado nervioso preocupado todo,10
"Me gusta mucho sacarle conversación a las personas pero bro, que nervioso me pongo cuando se trata de la persona que me gusta 💀💀",Irritado,me gusta mucho sacarle conversación a las personas pero bro que nervioso me pongo cuando se trata de la persona que me gusta,10
"ME PUSE NERVIOSO, AYUDA",Irritado,me puse nervioso ayuda,10
mi papá está tan nervioso que no puede dejar de hablar auxilio 😭,Irritado,mi papá está tan nervioso que no puede dejar de hablar auxilio,10
"Porque lo único que hace Scoot es subir el balón y pasarlo a un compañero? Porque nunca penetra o juegan para el? Que pasa ahí , no entiendo nada y me pone muy nervioso @BlazersArgento",Irritado,porque lo único que hace scoot es subir el balón y pasarlo a un compañero porque nunca penetra o juegan para el que pasa ahí  no entiendo nada y me pone muy nervioso,10
Tengo 20 años pero esta noche vuelvo a tener 5 AAAAAA TOY NERVIOSO,Irritado,tengo 20 años pero esta noche vuelvo a tener 5 aaaaaa toy nervioso,10
"En qué momento la noche de reyes pasó de ser super especial e irme a dormir super ilusionado a tener que quedarme empaquetado regalos, terminando manualidades y nervioso por si gustará los regalos y con la cuenta del banco a 0 . Quiero volver a ser niño",Irritado,en qué momento la noche de reyes pasó de ser super especial e irme a dormir super ilusionado a tener que quedarme empaquetado regalos terminando manualidades y nervioso por si gustará los regalos y con la cuenta del banco a 0  quiero volver a ser niño,10
Me acabo de joder el sistema nervioso y para qué,Irritado,me acabo de joder el sistema nervioso y para qué,10
los regalos se abren a estas horas pq a impaciente no me gana nadie,Irritado,los regalos se abren a estas horas pq a impaciente no me gana nadie,10
por qq seré tan impaciente wacho,Irritado,por qq seré tan impaciente wacho,10
"soy muy impaciente, porque no es la primera vez que espero",Irritado,soy muy impaciente porque no es la primera vez que espero,10
"Llevaba unas ganas enormes de hacer mi diseño de tallulah, y ahora que lo hice tengo demasiadas ideas y eso me pone impaciente aaaaa",Irritado,llevaba unas ganas enormes de hacer mi diseño de tallulah y ahora que lo hice tengo demasiadas ideas y eso me pone impaciente aaaaa,10
"Orinson Amaya salió tirandole a la afición, alguien dígale  q la razón por la q la afición está impaciente es pq el corrio a Royon y Gorga.  Un 9 con condiciones al igual que el defensa. A eso sumenle q corrió al Dt, la gente está molesta pq su gestión deportiva es una mierd* fin",Irritado,orinson amaya salió tirandole a la afición alguien dígale  q la razón por la q la afición está impaciente es pq el corrio a royon y gorga  un 9 con condiciones al igual que el defensa a eso sumenle q corrió al dt la gente está molesta pq su gestión deportiva es una mierd fin,10
estoy impaciente,Irritado,estoy impaciente,10
"Sigue siendo una noche donde se escuchan pasos de madrugada, ascensores golpeados y puertas que se cierran despacio casi imperceptible. Son momentos para 2024, ojalá tan buenos como la mayoría de 2023. Espero impaciente los 360 dias restantes de este año bisiesto. 👌",Irritado,sigue siendo una noche donde se escuchan pasos de madrugada ascensores golpeados y puertas que se cierran despacio casi imperceptible son momentos para 2024 ojalá tan buenos como la mayoría de 2023 espero impaciente los 360 dias restantes de este año bisiesto,10
Le queria mostrar una boludez en Youtube a hijo de 9. Faltaban 40 segundos maso para el momento climax. Impaciente... deja presionada la barra espaciadora y...OHHHH!! EL VIDEO EMPIEZA ADELANTARSE F.F.  QUE CARAJOS MAS ME ESTA OCULTANDO ESTE SER??!!!,Irritado,le queria mostrar una boludez en youtube a hijo de 9 faltaban 40 segundos maso para el momento climax impaciente deja presionada la barra espaciadora yohhhh el video empieza adelantarse ff  que carajos mas me esta ocultando este ser,10
Ja to impaciente ja,Irritado,ja to impaciente ja,10
"Noriega fue impaciente, terrible turno",Irritado,noriega fue impaciente terrible turno,10
"1 @petrogustavo y su mezquindad hace que nos quiten los juegos.  2 Petro se hace el indignado y pide recuperar los juegos.  3 Recuperamos los juegos.  4 Petro se atribuye la recuperación de los juegos.  El comunismo te rompe las piernas, te da muletas y te pide dar las gracias.",Irritado,1  y su mezquindad hace que nos quiten los juegos  2 petro se hace el indignado y pide recuperar los juegos  3 recuperamos los juegos  4 petro se atribuye la recuperación de los juegos  el comunismo te rompe las piernas te da muletas y te pide dar las gracias,10
Indignado porque regalaron mi protector solar 👍🏽,Irritado,indignado porque regalaron mi protector solar,10
mi viejo dijo re indignado no me va que la vieja quiera estar con el grupo de furia jdkdjdkjd con qué se enojabaaa,Irritado,mi viejo dijo re indignado no me va que la vieja quiera estar con el grupo de furia jdkdjdkjd con qué se enojabaaa,10
Mi papá indignado porque Isabel se lo pasa con las gomas al aire,Irritado,mi papá indignado porque isabel se lo pasa con las gomas al aire,10
Aaaaa hermano no lo puedo creer que broncaaaaa toy indignado.,Irritado,aaaaa hermano no lo puedo creer que broncaaaaa toy indignado,10
No puedo creer que Paramount no estrene en Argentina el musical de mean girls estoy indignado como nunca en mi vida necesito verla en el cine 😩,Irritado,no puedo creer que paramount no estrene en argentina el musical de mean girls estoy indignado como nunca en mi vida necesito verla en el cine,10
"Christian Castillo indignado y furioso con el ""Cárcel o bala"". Cuando su ideología mató a millones de seres humanos en muchos lugares del planeta. Somos el mejor país del mundo.",Irritado,christian castillo indignado y furioso con el cárcel o bala cuando su ideología mató a millones de seres humanos en muchos lugares del planeta somos el mejor país del mundo,10
Estoy indignado con lo de los Reyes. Poner a un Melchor jovenzuelo con barba postiza es edadismo. Esto tiene que acabar.,Irritado,estoy indignado con lo de los reyes poner a un melchor jovenzuelo con barba postiza es edadismo esto tiene que acabar,10
"Alex ve los tiktos de la que dice ""juan carlos emputado, indignado vaya""",Irritado,alex ve los tiktos de la que dice juan carlos emputado indignado vaya,10
Me niego a pasarme cuatro años indignado,Irritado,me niego a pasarme cuatro años indignado,10
Quejarse de los Ustaša para hacer ver buenos a los nazis y encima hablar como si los serbios comunistas fueran pancitos de dios que solo predicaban ortodoxia es de puto y cipayo yankee cogido totalmente por Hollywood,Irritado,quejarse de los ustaša para hacer ver buenos a los nazis y encima hablar como si los serbios comunistas fueran pancitos de dios que solo predicaban ortodoxia es de puto y cipayo yankee cogido totalmente por hollywood,10
Tengo ganas de dar un mega tour por los museos de la provincia pero una re paja el calor tienen que hacer un turno noche,Irritado,tengo ganas de dar un mega tour por los museos de la provincia pero una re paja el calor tienen que hacer un turno noche,10
Totalmente enojado porque Playstation no me deja comprarme el FC 24,Irritado,totalmente enojado porque playstation no me deja comprarme el fc 24,10
Yo en depresión y el otro enojado disque porque no le contesto los mensajes,Irritado,yo en depresión y el otro enojado disque porque no le contesto los mensajes,10
Lo hermoso que es el RE4 me había olvidado totalmente lo amo Luis Sera did nothing wrong,Irritado,lo hermoso que es el re4 me había olvidado totalmente lo amo luis sera did nothing wrong,10
"Segmento de Jeff Jarrett y Asociados, Jarrett dice que Lethal no gana una lucha hace meses y le refriega en la cara haber vencido a Jeff Hardy y Eddie Kingston, Lethal muy enojado a punto de irse a los golpes con Jarrett. #AEW #AEWRampage",Irritado,segmento de jeff jarrett y asociados jarrett dice que lethal no gana una lucha hace meses y le refriega en la cara haber vencido a jeff hardy y eddie kingston lethal muy enojado a punto de irse a los golpes con jarrett,10
que culia no me gusta decir cosas enojado,Irritado,que culia no me gusta decir cosas enojado,10
"ya esta bld, me enseñaste mil cosas y te lo agradezco mucho, pero también pasaron muchísimas otras q no pasa con cualquier relación. me hubiese gustado q me digas la verdad desde el primer momento y no estar enojado con vos ahora pero se ve que no t da para decirme ""si, volvi""",Irritado,ya esta bld me enseñaste mil cosas y te lo agradezco mucho pero también pasaron muchísimas otras q no pasa con cualquier relación me hubiese gustado q me digas la verdad desde el primer momento y no estar enojado con vos ahora pero se ve que no t da para decirme si volvi,10
"Yo soy tan altanero cuando estoy enojado, algo así como Rupelto mena de grupo Niche",Irritado,yo soy tan altanero cuando estoy enojado algo así como rupelto mena de grupo niche,10
en una cuenta está enojado conmigo y en la otra me ama JAJAJAJAJQJ,Irritado,en una cuenta está enojado conmigo y en la otra me ama jajajajajqj,10
Nono la cantidad de historias que subí hoy jajajajajajaja re pesada,Irritado,nono la cantidad de historias que subí hoy jajajajajajaja re pesada,10
La television chilena sucumbio Ante el mal gusto de telenovela Servicios judiciales de mal Gusto .etc. No hay mas.. no hay mas que Exasperante mal gusto  y cero Progreso comunicacional  Cultural...,Irritado,la television chilena sucumbio ante el mal gusto de telenovela servicios judiciales de mal gusto etc no hay mas no hay mas que exasperante mal gusto  y cero progreso comunicacional  cultural,10
